DATE,OPEN,HIGH,LOW,CLOSE
03/24/2011,5.860000,5.860000,5.860000,5.860000
03/25/2011,5.420000,5.420000,5.420000,5.420000
03/28/2011,6.820000,6.820000,6.820000,6.820000
03/29/2011,7.990000,7.990000,7.990000,7.990000
03/30/2011,7.190000,7.190000,7.190000,7.190000
03/31/2011,5.600000,5.600000,5.600000,5.600000
04/01/2011,8.730000,8.730000,8.730000,8.730000
04/04/2011,9.220000,9.220000,9.220000,9.220000
04/05/2011,8.290000,8.290000,8.290000,8.290000
04/06/2011,8.030000,8.030000,8.030000,8.030000
04/07/2011,10.010000,10.010000,10.010000,10.010000
04/08/2011,7.680000,7.680000,7.680000,7.680000
04/11/2011,7.880000,7.880000,7.880000,7.880000
04/12/2011,7.180000,7.180000,7.180000,7.180000
04/13/2011,7.930000,7.930000,7.930000,7.930000
04/14/2011,8.530000,8.530000,8.530000,8.530000
04/15/2011,8.610000,8.610000,8.610000,8.610000
04/18/2011,8.770000,8.770000,8.770000,8.770000
04/19/2011,8.320000,8.320000,8.320000,8.320000
04/20/2011,7.820000,7.820000,7.820000,7.820000
04/21/2011,7.820000,7.820000,7.820000,7.820000
04/25/2011,7.270000,7.270000,7.270000,7.270000
04/26/2011,7.270000,7.270000,7.270000,7.270000
04/27/2011,6.820000,6.820000,6.820000,6.820000
04/28/2011,6.460000,6.460000,6.460000,6.460000
04/29/2011,6.940000,6.940000,6.940000,6.940000
05/02/2011,6.700000,6.700000,6.700000,6.700000
05/03/2011,8.750000,8.750000,8.750000,8.750000
05/04/2011,8.180000,8.180000,8.180000,8.180000
05/05/2011,10.240000,10.240000,10.240000,10.240000
05/06/2011,10.940000,10.940000,10.940000,10.940000
05/09/2011,9.740000,9.740000,9.740000,9.740000
05/10/2011,9.360000,9.360000,9.360000,9.360000
05/11/2011,9.400000,9.400000,9.400000,9.400000
05/12/2011,8.850000,8.850000,8.850000,8.850000
05/13/2011,7.250000,7.250000,7.250000,7.250000
05/16/2011,7.110000,7.110000,7.110000,7.110000
05/17/2011,6.950000,6.950000,6.950000,6.950000
05/18/2011,7.650000,7.650000,7.650000,7.650000
05/19/2011,8.460000,8.460000,8.460000,8.460000
05/20/2011,9.740000,9.740000,9.740000,9.740000
05/23/2011,6.430000,6.430000,6.430000,6.430000
05/24/2011,7.030000,7.030000,7.030000,7.030000
05/25/2011,6.350000,6.350000,6.350000,6.350000
05/26/2011,6.850000,6.850000,6.850000,6.850000
05/27/2011,7.050000,7.050000,7.050000,7.050000
05/31/2011,6.690000,6.690000,6.690000,6.690000
06/01/2011,7.620000,7.620000,7.620000,7.620000
06/02/2011,9.060000,9.060000,9.060000,9.060000
06/03/2011,8.820000,8.820000,8.820000,8.820000
06/06/2011,8.470000,8.470000,8.470000,8.470000
06/07/2011,8.240000,8.240000,8.240000,8.240000
06/08/2011,7.980000,7.980000,7.980000,7.980000
06/09/2011,7.330000,7.330000,7.330000,7.330000
06/10/2011,6.370000,6.370000,6.370000,6.370000
06/13/2011,6.850000,6.850000,6.850000,6.850000
06/14/2011,6.280000,6.280000,6.280000,6.280000
06/15/2011,9.810000,9.810000,9.810000,9.810000
06/16/2011,12.820000,12.820000,12.820000,12.820000
06/17/2011,11.040000,11.040000,11.040000,11.040000
06/20/2011,7.180000,7.180000,7.180000,7.180000
06/21/2011,6.890000,6.890000,6.890000,6.890000
06/22/2011,5.900000,5.900000,5.900000,5.900000
06/23/2011,6.930000,6.930000,6.930000,6.930000
06/24/2011,7.760000,7.760000,7.760000,7.760000
06/27/2011,6.760000,6.760000,6.760000,6.760000
06/28/2011,7.810000,7.810000,7.810000,7.810000
06/29/2011,7.580000,7.580000,7.580000,7.580000
06/30/2011,7.910000,7.910000,7.910000,7.910000
07/01/2011,8.080000,8.080000,8.080000,8.080000
07/05/2011,7.470000,7.470000,7.470000,7.470000
07/06/2011,7.620000,7.620000,7.620000,7.620000
07/07/2011,6.670000,6.670000,6.670000,6.670000
07/08/2011,6.290000,6.290000,6.290000,6.290000
07/11/2011,7.810000,7.810000,7.810000,7.810000
07/12/2011,7.040000,7.040000,7.040000,7.040000
07/13/2011,7.650000,7.650000,7.650000,7.650000
07/14/2011,10.670000,10.670000,10.670000,10.670000
07/15/2011,9.540000,9.540000,9.540000,9.540000
07/18/2011,9.070000,9.070000,9.070000,9.070000
07/19/2011,8.300000,8.300000,8.300000,8.300000
07/20/2011,6.780000,6.780000,6.780000,6.780000
07/21/2011,8.320000,8.320000,8.320000,8.320000
07/22/2011,7.080000,7.080000,7.080000,7.080000
07/25/2011,6.470000,6.470000,6.470000,6.470000
07/26/2011,7.150000,7.150000,7.150000,7.150000
07/27/2011,7.550000,7.550000,7.550000,7.550000
07/28/2011,10.990000,10.990000,10.990000,10.990000
07/29/2011,8.290000,8.290000,8.290000,8.290000
08/01/2011,7.360000,7.360000,7.360000,7.360000
08/02/2011,4.580000,4.580000,4.580000,4.580000
08/03/2011,8.690000,8.690000,8.690000,8.690000
08/04/2011,14.690000,14.690000,14.690000,14.690000
08/05/2011,15.460000,15.460000,15.460000,15.460000
08/08/2011,19.990000,19.990000,19.990000,19.990000
08/09/2011,17.370000,17.370000,17.370000,17.370000
08/10/2011,17.500000,17.500000,17.500000,17.500000
08/11/2011,17.900000,17.900000,17.900000,17.900000
08/12/2011,12.590000,12.590000,12.590000,12.590000
08/15/2011,12.110000,12.110000,12.110000,12.110000
08/16/2011,13.750000,13.750000,13.750000,13.750000
08/17/2011,19.260000,19.260000,19.260000,19.260000
08/18/2011,28.030000,28.030000,28.030000,28.030000
08/19/2011,24.790000,24.790000,24.790000,24.790000
08/22/2011,20.720000,20.720000,20.720000,20.720000
08/23/2011,17.610000,17.610000,17.610000,17.610000
08/24/2011,16.620000,16.620000,16.620000,16.620000
08/25/2011,16.570000,16.570000,16.570000,16.570000
08/26/2011,16.410000,16.410000,16.410000,16.410000
08/29/2011,12.030000,12.030000,12.030000,12.030000
08/30/2011,10.800000,10.800000,10.800000,10.800000
08/31/2011,12.530000,12.530000,12.530000,12.530000
09/01/2011,10.650000,10.650000,10.650000,10.650000
09/02/2011,11.720000,11.720000,11.720000,11.720000
09/06/2011,12.510000,12.510000,12.510000,12.510000
09/07/2011,9.850000,9.850000,9.850000,9.850000
09/08/2011,5.640000,5.640000,5.640000,5.640000
09/09/2011,20.660000,20.660000,20.660000,20.660000
09/12/2011,20.860000,20.860000,20.860000,20.860000
09/13/2011,18.260000,18.260000,18.260000,18.260000
09/14/2011,15.520000,15.520000,15.520000,15.520000
09/15/2011,16.100000,16.100000,16.100000,16.100000
09/16/2011,15.740000,15.740000,15.740000,15.740000
09/19/2011,14.330000,14.330000,14.330000,14.330000
09/20/2011,14.760000,14.760000,14.760000,14.760000
09/21/2011,14.690000,14.690000,14.690000,14.690000
09/22/2011,17.990000,17.990000,17.990000,17.990000
09/23/2011,12.530000,12.530000,12.530000,12.530000
09/26/2011,10.880000,10.880000,10.880000,10.880000
09/27/2011,10.620000,10.620000,10.620000,10.620000
09/28/2011,12.660000,12.660000,12.660000,12.660000
09/29/2011,12.980000,12.980000,12.980000,12.980000
09/30/2011,8.580000,8.580000,8.580000,8.580000
10/03/2011,4.970000,4.970000,4.970000,4.970000
10/04/2011,7.710000,7.710000,7.710000,7.710000
10/05/2011,7.310000,7.310000,7.310000,7.310000
10/06/2011,2.300000,2.300000,2.300000,2.300000
10/07/2011,17.670000,17.670000,17.670000,17.670000
10/10/2011,15.860000,15.860000,15.860000,15.860000
10/11/2011,17.280000,17.280000,17.280000,17.280000
10/12/2011,15.650000,15.650000,15.650000,15.650000
10/13/2011,16.010000,16.010000,16.010000,16.010000
10/14/2011,13.380000,13.380000,13.380000,13.380000
10/17/2011,13.620000,13.620000,13.620000,13.620000
10/18/2011,15.570000,15.570000,15.570000,15.570000
10/19/2011,13.340000,13.340000,13.340000,13.340000
10/20/2011,18.590000,18.590000,18.590000,18.590000
10/21/2011,12.280000,12.280000,12.280000,12.280000
10/24/2011,13.160000,13.160000,13.160000,13.160000
10/25/2011,11.910000,11.910000,11.910000,11.910000
10/26/2011,12.340000,12.340000,12.340000,12.340000
10/27/2011,10.580000,10.580000,10.580000,10.580000
10/28/2011,7.460000,7.460000,7.460000,7.460000
10/31/2011,10.010000,10.010000,10.010000,10.010000
11/01/2011,14.140000,14.140000,14.140000,14.140000
11/02/2011,12.980000,12.980000,12.980000,12.980000
11/03/2011,18.870000,18.870000,18.870000,18.870000
11/04/2011,18.780000,18.780000,18.780000,18.780000
11/07/2011,18.630000,18.630000,18.630000,18.630000
11/08/2011,16.770000,16.770000,16.770000,16.770000
11/09/2011,19.390000,19.390000,19.390000,19.390000
11/10/2011,17.710000,17.710000,17.710000,17.710000
11/11/2011,14.230000,14.230000,14.230000,14.230000
11/14/2011,13.610000,13.610000,13.610000,13.610000
11/15/2011,17.150000,17.150000,17.150000,17.150000
11/16/2011,17.450000,17.450000,17.450000,17.450000
11/17/2011,17.130000,17.130000,17.130000,17.130000
11/18/2011,15.060000,15.060000,15.060000,15.060000
11/21/2011,11.680000,11.680000,11.680000,11.680000
11/22/2011,7.750000,7.750000,7.750000,7.750000
11/23/2011,8.380000,8.380000,8.380000,8.380000
11/25/2011,7.990000,7.990000,7.990000,7.990000
11/28/2011,8.200000,8.200000,8.200000,8.200000
11/29/2011,6.360000,6.360000,6.360000,6.360000
11/30/2011,6.550000,6.550000,6.550000,6.550000
12/01/2011,5.130000,5.130000,5.130000,5.130000
12/02/2011,6.120000,6.120000,6.120000,6.120000
12/05/2011,5.880000,5.880000,5.880000,5.880000
12/06/2011,13.870000,13.870000,13.870000,13.870000
12/07/2011,13.470000,13.470000,13.470000,13.470000
12/08/2011,13.780000,13.780000,13.780000,13.780000
12/09/2011,14.180000,14.180000,14.180000,14.180000
12/12/2011,13.390000,13.390000,13.390000,13.390000
12/13/2011,11.760000,11.760000,11.760000,11.760000
12/14/2011,12.760000,12.760000,12.760000,12.760000
12/15/2011,9.540000,9.540000,9.540000,9.540000
12/16/2011,9.050000,9.050000,9.050000,9.050000
12/19/2011,7.320000,7.320000,7.320000,7.320000
12/20/2011,8.640000,8.640000,8.640000,8.640000
12/21/2011,6.530000,6.530000,6.530000,6.530000
12/22/2011,6.070000,6.070000,6.070000,6.070000
12/23/2011,6.520000,6.520000,6.520000,6.520000
12/27/2011,5.490000,5.490000,5.490000,5.490000
12/28/2011,6.550000,6.550000,6.550000,6.550000
12/29/2011,6.510000,6.510000,6.510000,6.510000
12/30/2011,5.580000,5.580000,5.580000,5.580000
01/03/2012,5.520000,5.520000,5.520000,5.520000
01/04/2012,5.930000,5.930000,5.930000,5.930000
01/05/2012,11.090000,11.090000,11.090000,11.090000
01/06/2012,11.490000,11.490000,11.490000,11.490000
01/09/2012,11.210000,11.210000,11.210000,11.210000
01/10/2012,10.700000,10.700000,10.700000,10.700000
01/11/2012,11.120000,11.120000,11.120000,11.120000
01/12/2012,8.000000,8.000000,8.000000,8.000000
01/13/2012,9.140000,9.140000,9.140000,9.140000
01/17/2012,9.600000,9.600000,9.600000,9.600000
01/18/2012,10.920000,10.920000,10.920000,10.920000
01/19/2012,10.160000,10.160000,10.160000,10.160000
01/20/2012,8.650000,8.650000,8.650000,8.650000
01/23/2012,8.330000,8.330000,8.330000,8.330000
01/24/2012,8.480000,8.480000,8.480000,8.480000
01/25/2012,8.050000,8.050000,8.050000,8.050000
01/26/2012,5.780000,5.780000,5.780000,5.780000
01/27/2012,7.080000,7.080000,7.080000,7.080000
01/30/2012,7.570000,7.570000,7.570000,7.570000
01/31/2012,7.320000,7.320000,7.320000,7.320000
02/01/2012,6.270000,6.270000,6.270000,6.270000
02/02/2012,10.590000,10.590000,10.590000,10.590000
02/03/2012,10.140000,10.140000,10.140000,10.140000
02/06/2012,10.030000,10.030000,10.030000,10.030000
02/07/2012,9.890000,9.890000,9.890000,9.890000
02/08/2012,10.250000,10.250000,10.250000,10.250000
02/09/2012,10.830000,10.830000,10.830000,10.830000
02/10/2012,11.210000,11.210000,11.210000,11.210000
02/13/2012,9.510000,9.510000,9.510000,9.510000
02/14/2012,10.290000,10.290000,10.290000,10.290000
02/15/2012,14.760000,14.760000,14.760000,14.760000
02/16/2012,13.910000,13.910000,13.910000,13.910000
02/17/2012,12.640000,12.640000,12.640000,12.640000
02/21/2012,12.100000,12.100000,12.100000,12.100000
02/22/2012,11.630000,11.630000,11.630000,11.630000
02/23/2012,8.690000,8.690000,8.690000,8.690000
02/24/2012,10.630000,10.630000,10.630000,10.630000
02/27/2012,9.950000,9.950000,9.950000,9.950000
02/28/2012,9.550000,9.550000,9.550000,9.550000
02/29/2012,9.900000,9.900000,9.900000,9.900000
03/01/2012,8.860000,8.860000,8.860000,8.860000
03/02/2012,8.910000,8.910000,8.910000,8.910000
03/05/2012,8.350000,8.350000,8.350000,8.350000
03/06/2012,10.650000,10.650000,10.650000,10.650000
03/07/2012,9.890000,9.890000,9.890000,9.890000
03/08/2012,11.240000,11.240000,11.240000,11.240000
03/09/2012,11.000000,11.000000,11.000000,11.000000
03/12/2012,10.830000,10.830000,10.830000,10.830000
03/13/2012,10.080000,10.080000,10.080000,10.080000
03/14/2012,9.650000,9.650000,9.650000,9.650000
03/15/2012,8.750000,8.750000,8.750000,8.750000
03/16/2012,8.930000,8.930000,8.930000,8.930000
03/19/2012,8.390000,8.390000,8.390000,8.390000
03/20/2012,8.730000,8.730000,8.730000,8.730000
03/21/2012,7.640000,7.640000,7.640000,7.640000
03/22/2012,6.950000,6.950000,6.950000,6.950000
03/23/2012,5.930000,5.930000,5.930000,5.930000
03/26/2012,6.630000,6.630000,6.630000,6.630000
03/27/2012,6.000000,6.000000,6.000000,6.000000
03/28/2012,5.380000,5.380000,5.380000,5.380000
03/29/2012,6.090000,6.090000,6.090000,6.090000
03/30/2012,7.480000,7.480000,7.480000,7.480000
04/02/2012,6.820000,6.820000,6.820000,6.820000
04/03/2012,6.900000,6.900000,6.900000,6.900000
04/04/2012,5.900000,5.900000,5.900000,5.900000
04/05/2012,9.770000,9.770000,9.770000,9.770000
04/09/2012,9.260000,9.260000,9.260000,9.260000
04/10/2012,10.490000,10.490000,10.490000,10.490000
04/11/2012,9.860000,9.860000,9.860000,9.860000
04/12/2012,8.970000,8.970000,8.970000,8.970000
04/13/2012,5.870000,5.870000,5.870000,5.870000
04/16/2012,5.310000,5.310000,5.310000,5.310000
04/17/2012,6.100000,6.100000,6.100000,6.100000
04/18/2012,6.320000,6.320000,6.320000,6.320000
04/19/2012,7.110000,7.110000,7.110000,7.110000
04/20/2012,5.270000,5.270000,5.270000,5.270000
04/23/2012,5.440000,5.440000,5.440000,5.440000
04/24/2012,4.920000,4.920000,4.920000,4.920000
04/25/2012,5.010000,5.010000,5.010000,5.010000
04/26/2012,5.030000,5.030000,5.030000,5.030000
04/27/2012,6.070000,6.070000,6.070000,6.070000
04/30/2012,4.610000,4.610000,4.610000,4.610000
05/01/2012,4.500000,4.500000,4.500000,4.500000
05/02/2012,4.690000,4.690000,4.690000,4.690000
05/03/2012,9.510000,9.510000,9.510000,9.510000
05/04/2012,9.890000,9.890000,9.890000,9.890000
05/07/2012,8.820000,8.820000,8.820000,8.820000
05/08/2012,6.850000,6.850000,6.850000,6.850000
05/09/2012,8.900000,8.900000,8.900000,8.900000
05/10/2012,8.930000,8.930000,8.930000,8.930000
05/11/2012,5.410000,5.410000,5.410000,5.410000
05/14/2012,5.450000,5.450000,5.450000,5.450000
05/15/2012,6.180000,6.180000,6.180000,6.180000
05/16/2012,11.260000,11.260000,11.260000,11.260000
05/17/2012,11.390000,11.390000,11.390000,11.390000
05/18/2012,11.120000,11.120000,11.120000,11.120000
05/21/2012,8.260000,8.260000,8.260000,8.260000
05/22/2012,8.090000,8.090000,8.090000,8.090000
05/23/2012,8.660000,8.660000,8.660000,8.660000
05/24/2012,7.660000,7.660000,7.660000,7.660000
05/25/2012,7.970000,7.970000,7.970000,7.970000
05/29/2012,7.750000,7.750000,7.750000,7.750000
05/30/2012,5.630000,5.630000,5.630000,5.630000
05/31/2012,5.580000,5.580000,5.580000,5.580000
06/01/2012,7.100000,7.100000,7.100000,7.100000
06/04/2012,5.070000,5.070000,5.070000,5.070000
06/05/2012,5.090000,5.090000,5.090000,5.090000
06/06/2012,5.770000,5.770000,5.770000,5.770000
06/07/2012,7.930000,7.930000,7.930000,7.930000
06/08/2012,9.070000,9.070000,9.070000,9.070000
06/11/2012,7.660000,7.660000,7.660000,7.660000
06/12/2012,10.000000,10.000000,10.000000,10.000000
06/13/2012,8.020000,8.020000,8.020000,8.020000
06/14/2012,8.830000,8.830000,8.830000,8.830000
06/15/2012,10.180000,10.180000,10.180000,10.180000
06/18/2012,7.790000,7.790000,7.790000,7.790000
06/19/2012,6.700000,6.700000,6.700000,6.700000
06/20/2012,6.640000,6.640000,6.640000,6.640000
06/21/2012,5.220000,5.220000,5.220000,5.220000
06/22/2012,6.140000,6.140000,6.140000,6.140000
06/25/2012,5.210000,5.210000,5.210000,5.210000
06/26/2012,4.720000,4.720000,4.720000,4.720000
06/27/2012,4.780000,4.780000,4.780000,4.780000
06/28/2012,5.660000,5.660000,5.660000,5.660000
06/29/2012,6.690000,6.690000,6.690000,6.690000
07/02/2012,5.880000,5.880000,5.880000,5.880000
07/03/2012,5.720000,5.720000,5.720000,5.720000
07/05/2012,5.270000,5.270000,5.270000,5.270000
07/06/2012,7.190000,7.190000,7.190000,7.190000
07/09/2012,6.380000,6.380000,6.380000,6.380000
07/10/2012,7.050000,7.050000,7.050000,7.050000
07/11/2012,5.710000,5.710000,5.710000,5.710000
07/12/2012,5.730000,5.730000,5.730000,5.730000
07/13/2012,6.130000,6.130000,6.130000,6.130000
07/16/2012,5.260000,5.260000,5.260000,5.260000
07/17/2012,5.650000,5.650000,5.650000,5.650000
07/18/2012,5.110000,5.110000,5.110000,5.110000
07/19/2012,6.250000,6.250000,6.250000,6.250000
07/20/2012,6.440000,6.440000,6.440000,6.440000
07/23/2012,6.780000,6.780000,6.780000,6.780000
07/24/2012,7.780000,7.780000,7.780000,7.780000
07/25/2012,7.040000,7.040000,7.040000,7.040000
07/26/2012,6.260000,6.260000,6.260000,6.260000
07/27/2012,6.550000,6.550000,6.550000,6.550000
07/30/2012,5.490000,5.490000,5.490000,5.490000
07/31/2012,6.040000,6.040000,6.040000,6.040000
08/01/2012,5.810000,5.810000,5.810000,5.810000
08/02/2012,5.540000,5.540000,5.540000,5.540000
08/03/2012,5.870000,5.870000,5.870000,5.870000
08/06/2012,5.140000,5.140000,5.140000,5.140000
08/07/2012,4.810000,4.810000,4.810000,4.810000
08/08/2012,4.490000,4.490000,4.490000,4.490000
08/09/2012,5.950000,5.950000,5.950000,5.950000
08/10/2012,5.780000,5.780000,5.780000,5.780000
08/13/2012,5.130000,5.130000,5.130000,5.130000
08/14/2012,6.570000,6.570000,6.570000,6.570000
08/15/2012,5.930000,5.930000,5.930000,5.930000
08/16/2012,5.980000,5.980000,5.980000,5.980000
08/17/2012,6.440000,6.440000,6.440000,6.440000
08/20/2012,6.430000,6.430000,6.430000,6.430000
08/21/2012,6.270000,6.270000,6.270000,6.270000
08/22/2012,5.930000,5.930000,5.930000,5.930000
08/23/2012,5.740000,5.740000,5.740000,5.740000
08/24/2012,5.600000,5.600000,5.600000,5.600000
08/27/2012,6.310000,6.310000,6.310000,6.310000
08/28/2012,5.440000,5.440000,5.440000,5.440000
08/29/2012,4.940000,4.940000,4.940000,4.940000
08/30/2012,7.510000,7.510000,7.510000,7.510000
08/31/2012,7.300000,7.300000,7.300000,7.300000
09/04/2012,6.320000,6.320000,6.320000,6.320000
09/05/2012,5.670000,5.670000,5.670000,5.670000
09/06/2012,7.010000,7.010000,7.010000,7.010000
09/07/2012,7.030000,7.030000,7.030000,7.030000
09/10/2012,6.830000,6.830000,6.830000,6.830000
09/11/2012,7.240000,7.240000,7.240000,7.240000
09/12/2012,6.860000,6.860000,6.860000,6.860000
09/13/2012,6.900000,6.900000,6.900000,6.900000
09/14/2012,6.630000,6.630000,6.630000,6.630000
09/17/2012,6.590000,6.590000,6.590000,6.590000
09/18/2012,6.270000,6.270000,6.270000,6.270000
09/19/2012,5.980000,5.980000,5.980000,5.980000
09/20/2012,7.040000,7.040000,7.040000,7.040000
09/21/2012,7.660000,7.660000,7.660000,7.660000
09/24/2012,7.240000,7.240000,7.240000,7.240000
09/25/2012,6.930000,6.930000,6.930000,6.930000
09/26/2012,8.180000,8.180000,8.180000,8.180000
09/27/2012,7.390000,7.390000,7.390000,7.390000
09/28/2012,7.810000,7.810000,7.810000,7.810000
10/01/2012,7.380000,7.380000,7.380000,7.380000
10/02/2012,6.550000,6.550000,6.550000,6.550000
10/03/2012,7.150000,7.150000,7.150000,7.150000
10/04/2012,7.250000,7.250000,7.250000,7.250000
10/05/2012,7.280000,7.280000,7.280000,7.280000
10/08/2012,6.980000,6.980000,6.980000,6.980000
10/09/2012,6.870000,6.870000,6.870000,6.870000
10/10/2012,6.650000,6.650000,6.650000,6.650000
10/11/2012,5.990000,5.990000,5.990000,5.990000
10/12/2012,6.950000,6.950000,6.950000,6.950000
10/15/2012,6.720000,6.720000,6.720000,6.720000
10/16/2012,6.680000,6.680000,6.680000,6.680000
10/17/2012,6.700000,6.700000,6.700000,6.700000
10/18/2012,7.230000,7.230000,7.230000,7.230000
10/19/2012,9.480000,9.480000,9.480000,9.480000
10/22/2012,8.190000,8.190000,8.190000,8.190000
10/23/2012,8.610000,8.610000,8.610000,8.610000
10/24/2012,7.870000,7.870000,7.870000,7.870000
10/25/2012,7.990000,7.990000,7.990000,7.990000
10/26/2012,7.320000,7.320000,7.320000,7.320000
10/31/2012,5.610000,5.610000,5.610000,5.610000
11/01/2012,6.080000,6.080000,6.080000,6.080000
11/02/2012,5.990000,5.990000,5.990000,5.990000
11/05/2012,6.200000,6.200000,6.200000,6.200000
11/06/2012,6.140000,6.140000,6.140000,6.140000
11/07/2012,5.070000,5.070000,5.070000,5.070000
11/08/2012,7.120000,7.120000,7.120000,7.120000
11/09/2012,7.510000,7.510000,7.510000,7.510000
11/12/2012,5.780000,5.780000,5.780000,5.780000
11/13/2012,5.700000,5.700000,5.700000,5.700000
11/14/2012,6.450000,6.450000,6.450000,6.450000
11/15/2012,6.930000,6.930000,6.930000,6.930000
11/16/2012,7.120000,7.120000,7.120000,7.120000
11/19/2012,5.840000,5.840000,5.840000,5.840000
11/20/2012,6.560000,6.560000,6.560000,6.560000
11/21/2012,6.000000,6.000000,6.000000,6.000000
11/23/2012,6.930000,6.930000,6.930000,6.930000
11/26/2012,5.970000,5.970000,5.970000,5.970000
11/27/2012,5.760000,5.760000,5.760000,5.760000
11/28/2012,5.430000,5.430000,5.430000,5.430000
11/29/2012,5.690000,5.690000,5.690000,5.690000
11/30/2012,6.380000,6.380000,6.380000,6.380000
12/03/2012,5.280000,5.280000,5.280000,5.280000
12/04/2012,4.490000,4.490000,4.490000,4.490000
12/05/2012,4.910000,4.910000,4.910000,4.910000
12/06/2012,5.310000,5.310000,5.310000,5.310000
12/07/2012,5.470000,5.470000,5.470000,5.470000
12/10/2012,5.300000,5.300000,5.300000,5.300000
12/11/2012,5.280000,5.280000,5.280000,5.280000
12/12/2012,5.530000,5.530000,5.530000,5.530000
12/13/2012,5.770000,5.770000,5.770000,5.770000
12/14/2012,6.870000,6.870000,6.870000,6.870000
12/17/2012,6.670000,6.670000,6.670000,6.670000
12/18/2012,6.560000,6.560000,6.560000,6.560000
12/19/2012,7.860000,7.860000,7.860000,7.860000
12/20/2012,10.040000,10.040000,10.040000,10.040000
12/21/2012,10.800000,10.800000,10.800000,10.800000
12/24/2012,10.290000,10.290000,10.290000,10.290000
12/26/2012,8.530000,8.530000,8.530000,8.530000
12/27/2012,8.330000,8.330000,8.330000,8.330000
12/28/2012,8.140000,8.140000,8.140000,8.140000
12/31/2012,7.890000,7.890000,7.890000,7.890000
01/02/2013,6.300000,6.300000,6.300000,6.300000
01/03/2013,6.430000,6.430000,6.430000,6.430000
01/04/2013,5.810000,5.810000,5.810000,5.810000
01/07/2013,5.260000,5.260000,5.260000,5.260000
01/08/2013,4.940000,4.940000,4.940000,4.940000
01/09/2013,4.480000,4.480000,4.480000,4.480000
01/10/2013,5.370000,5.370000,5.370000,5.370000
01/11/2013,5.200000,5.200000,5.200000,5.200000
01/14/2013,4.860000,4.860000,4.860000,4.860000
01/15/2013,5.410000,5.410000,5.410000,5.410000
01/16/2013,5.650000,5.650000,5.650000,5.650000
01/17/2013,6.240000,6.240000,6.240000,6.240000
01/18/2013,6.030000,6.030000,6.030000,6.030000
01/22/2013,5.830000,5.830000,5.830000,5.830000
01/23/2013,5.360000,5.360000,5.360000,5.360000
01/24/2013,6.250000,6.250000,6.250000,6.250000
01/25/2013,6.850000,6.850000,6.850000,6.850000
01/28/2013,6.270000,6.270000,6.270000,6.270000
01/29/2013,5.840000,5.840000,5.840000,5.840000
01/30/2013,6.080000,6.080000,6.080000,6.080000
01/31/2013,7.170000,7.170000,7.170000,7.170000
02/01/2013,6.820000,6.820000,6.820000,6.820000
02/04/2013,6.850000,6.850000,6.850000,6.850000
02/05/2013,6.330000,6.330000,6.330000,6.330000
02/06/2013,6.810000,6.810000,6.810000,6.810000
02/07/2013,6.610000,6.610000,6.610000,6.610000
02/08/2013,7.030000,7.030000,7.030000,7.030000
02/11/2013,6.690000,6.690000,6.690000,6.690000
02/12/2013,6.370000,6.370000,6.370000,6.370000
02/13/2013,6.190000,6.190000,6.190000,6.190000
02/14/2013,6.930000,6.930000,6.930000,6.930000
02/15/2013,7.110000,7.110000,7.110000,7.110000
02/19/2013,6.420000,6.420000,6.420000,6.420000
02/20/2013,7.440000,7.440000,7.440000,7.440000
02/21/2013,7.350000,7.350000,7.350000,7.350000
02/22/2013,7.540000,7.540000,7.540000,7.540000
02/25/2013,8.110000,8.110000,8.110000,8.110000
02/26/2013,6.950000,6.950000,6.950000,6.950000
02/27/2013,6.460000,6.460000,6.460000,6.460000
02/28/2013,6.890000,6.890000,6.890000,6.890000
03/01/2013,7.870000,7.870000,7.870000,7.870000
03/04/2013,6.540000,6.540000,6.540000,6.540000
03/05/2013,5.920000,5.920000,5.920000,5.920000
03/06/2013,5.430000,5.430000,5.430000,5.430000
03/07/2013,7.060000,7.060000,7.060000,7.060000
03/08/2013,7.180000,7.180000,7.180000,7.180000
03/11/2013,6.760000,6.760000,6.760000,6.760000
03/12/2013,7.100000,7.100000,7.100000,7.100000
03/13/2013,6.930000,6.930000,6.930000,6.930000
03/14/2013,6.890000,6.890000,6.890000,6.890000
03/15/2013,6.940000,6.940000,6.940000,6.940000
03/18/2013,7.250000,7.250000,7.250000,7.250000
03/19/2013,7.530000,7.530000,7.530000,7.530000
03/20/2013,6.240000,6.240000,6.240000,6.240000
03/21/2013,6.800000,6.800000,6.800000,6.800000
03/22/2013,6.920000,6.920000,6.920000,6.920000
03/25/2013,5.490000,5.490000,5.490000,5.490000
03/26/2013,4.890000,4.890000,4.890000,4.890000
03/27/2013,5.560000,5.560000,5.560000,5.560000
03/28/2013,6.210000,6.210000,6.210000,6.210000
04/01/2013,5.750000,5.750000,5.750000,5.750000
04/02/2013,5.660000,5.660000,5.660000,5.660000
04/03/2013,5.570000,5.570000,5.570000,5.570000
04/04/2013,5.930000,5.930000,5.930000,5.930000
04/05/2013,6.410000,6.410000,6.410000,6.410000
04/08/2013,5.700000,5.700000,5.700000,5.700000
04/09/2013,5.530000,5.530000,5.530000,5.530000
04/10/2013,5.560000,5.560000,5.560000,5.560000
04/11/2013,5.480000,5.480000,5.480000,5.480000
04/12/2013,5.620000,5.620000,5.620000,5.620000
04/15/2013,6.800000,6.800000,6.800000,6.800000
